Word	Type
organization	social_group_n1
organizer	person_n1
orientation	activity_n1
origin	location_n1
oriole	bird_n1
ornament	artifact_n1
ornithischian	animal_n1
ornithologist	person_n1
orphan	person_n1
orthomyxovirus	microorganism_n1
oryx	animal_n1
os	body_part_n1
osmosis	phenomenon_n1
osprey	bird_n1
ossification	phenomenon_n1
osteoarthritis	illness_n1
osteoblast	Thing
osteoclast	Thing
osteocyte	Thing
osteoporosis	state_n4
ostrich	person_n1
otter	material_n1
ounce	definite_quantity_n1
outbreak	event_n1
outcome	event_n1
outfit	clothing_n1
outgrowth	phenomenon_n1
outlet	artifact_n1
output	artifact_n1
oval	shape_n2
ovary	plant_part_n1
oven	artifact_n1
overcast	phenomenon_n1
overhang	artifact_n1
overlap	knowledge_n1
overload	artifact_n1
overpopulation	Thing
override	device_n1
overview	message_n2
ovulation	phenomenon_n1
ovule	plant_part_n1
ovum	Thing
owl	bird_n1
owner	person_n1
ownership	Thing
ox	animal_n1
oxaloacetate	material_n1
oxbow	Thing
oxidation	phenomenon_n1
oxide	material_n1
oxygen	element_n2
oxytocin	substance_n1
oyster	animal_n1
ozone	substance_n1
pa	person_n1
paca	animal_n1
pace	Thing
pachyderm	animal_n1
pack	artifact_n1
package	Thing
packer	person_n1
packet	Thing
pad	plant_part_n1
paddy	location_n1
pademelon	animal_n1
page	material_n1
pail	artifact_n1
pain	knowledge_n1
paintball	artifact_n1
paintbrush	device_n1
painter	person_n1
painting	artifact_n1
pair	definite_quantity_n1
pal	person_n1
palace	building_n1
paleontologist	person_n1
palm	body_part_n1
pampas	Thing
pan	artifact_n1
pancake	substance_n1
pancreas	body_part_n1
panda	animal_n1
pane	artifact_n1
pangolin	animal_n1
panic	feeling_n1
pansy	plant_n2
pant	Thing
panther	animal_n1
panto	activity_n1
pantry	artifact_n1
pap	message_n2
papa	person_n1
papaya	plant_n2
paper	material_n1
paperback	artifact_n1
paperclip	device_n1
papilloma	illness_n1
parachute	equipment_n1
parade	event_n1
paragraph	written_language_n1
parakeet	bird_n1
paralysis	state_n4
paramecia	microorganism_n1
paramecium	microorganism_n1
parameter	knowledge_n1
parasite	organism_n1
parasitism	Thing
parathyroid	body_part_n1
parcel	artifact_n1
pardon	written_language_n1
parent	person_n1
parhelion	artifact_n1
park	location_n1
parliament	social_group_n1
parrot	bird_n1
parsley	plant_n2
part	body_part_n1
participant	person_n1
participation	event_n1
participle	Thing
particle	material_n1
particular	knowledge_n1
partner	person_n1
partridge	Thing
party	social_group_n1
pascal	definite_quantity_n1
passage	action_n1
passageway	artifact_n1
passenger	person_n1
passion	feeling_n1
passport	message_n2
past	period_n1
pasta	substance_n1
paste	material_n1
pastry	food_n1
pasture	location_n1
pat	sound_n4
patas	animal_n1
patch	location_n1
patent	written_language_n1
path	location_n1
pathogen	microorganism_n1
pathway	artifact_n1
patience	Thing
patient	person_n1
patrol	social_group_n1
patrolman	person_n1
patter	event_n1
pattern	knowledge_n1
pause	Thing
pavement	artifact_n1
paw	body_part_n1
pay	Thing
payment	Thing
pe	Thing
pea	substance_n1
peace	state_n4
peach	plant_part_n1
peacock	insect_n1
peak	indefinite_quantity_n1
peanut	plant_n2
pear	plant_part_n1
pearl	artifact_n1
pebble	Thing
pecan	material_n1
peccary	animal_n1
pedal	artifact_n1
pedigree	social_group_n1
peekaboo	activity_n1
peel	plant_part_n1
peeler	device_n1
peep	sound_n4
peephole	artifact_n1
peg	device_n1
pelican	bird_n1
pellet	shape_n2
pelvis	body_part_n1
pelycosaur	animal_n1
pen	artifact_n1
penalty	event_n1
pencil	artifact_n1
pendulum	equipment_n1
penetration	activity_n1
pengo	definite_quantity_n1
penguin	bird_n1
penicillin	Thing
penis	body_part_n1
penknife	tool_n1
penny	definite_quantity_n1
people	Thing
pepper	plant_n2
peppermint	plant_n2
pepsin	material_n1
peptidase	material_n1
percent	Thing
percentage	Thing
perception	knowledge_n1
perch	fish_n1
percolation	Thing
percussion	activity_n1
perforation	artifact_n1
performance	event_n1
performer	person_n1
perfume	artifact_n1
perianth	plant_part_n1
perihelion	location_n1
period	period_n1
periosteum	body_part_n1
periscope	device_n1
peristalsis	phenomenon_n1
periwinkle	plant_n2
permafrost	Thing
permeability	property_n3
permission	message_n2
peroxide	substance_n1
person	person_n1
personality	Thing
perspective	knowledge_n1
perspiration	substance_n1
pest	person_n1
pesticide	material_n1
pet	animal_n1
petal	plant_part_n1
petiole	plant_part_n1
petrol	material_n1
petroleum	material_n1
pewter	substance_n1
phagocyte	Thing
phagocytosis	phenomenon_n1
phantom	knowledge_n1
pharmacist	person_n1
pharynx	body_part_n1
phase	phenomenon_n1
phasmid	insect_n1
pheasant	bird_n1
phenomenon	phenomenon_n1
phenotype	property_n3
pheromone	substance_n1
philosopher	person_n1
phloem	plant_part_n1
phone	equipment_n1
phonebook	artifact_n1
phonograph	device_n1
phosphate	material_n1
phospholipid	material_n1
phosphorus	element_n2
photo	artifact_n1
photocopier	equipment_n1
photograph	artifact_n1
photographer	person_n1
photography	activity_n1
photon	Thing
photosynthesis	phenomenon_n1
phototropism	phenomenon_n1
phrase	Thing
phylogeny	phenomenon_n1
phylum	social_group_n1
physician	person_n1
physiology	knowledge_n1
phytoplankton	plant_n2
pi	definite_quantity_n1
pianist	person_n1
piano	device_n1
pichi	plant_n2
pickerel	Thing
pickle	food_n1
pickup	transport_n1
picnic	food_n1
picture	artifact_n1
pie	substance_n1
piece	Thing
pier	artifact_n1
pig	animal_n1
pigeon	bird_n1
piglet	animal_n1
pigment	material_n1
pigpen	artifact_n1
pigsty	artifact_n1
pigtail	Thing
pigweed	plant_n2
pika	animal_n1
pile	Thing
pill	Thing
pillage	Thing
pillar	device_n1
pillory	device_n1
pillow	artifact_n1
pilot	person_n1
pilus	body_part_n1
pimple	knowledge_n1
pin	device_n1
pincer	body_part_n1
pinch	state_n4
pine	plant_n2
pineapple	plant_n2
pinecone	plant_part_n1
pinocytosis	phenomenon_n1
pint	definite_quantity_n1
pinworm	animal_n1
pinyon	plant_n2
pioneer	person_n1
pipe	artifact_n1
piper	person_n1
pipistrelle	animal_n1
piranha	person_n1
pirate	person_n1
pistachio	plant_part_n1
pistil	plant_part_n1
pistol	device_n1
piston	device_n1
pit	formation_n5
pitch	action_n1
pitcher	person_n1
pitter-patter	sound_n4
pituitary	body_part_n1
pity	feeling_n1
pivot	device_n1
pizza	food_n1
place	location_n1
placement	Thing
placenta	plant_part_n1
plague	illness_n1
plaice	fish_n1
plain	Thing
plait	Thing
plane	transport_n1
planet	heavenly_body_n1
plank	artifact_n1
plankton	organism_n1
plant	plant_n2
plantain	plant_n2
plantation	Thing
planter	person_n1
planula	animal_n1
plaque	artifact_n1
plasma	substance_n1
plasmid	Thing
plasmodium	substance_n1
plaster	substance_n1
plasterer	person_n1
plastic	substance_n1
plastid	material_n1
plate	artifact_n1
plateau	formation_n5
platelet	substance_n1
platform	artifact_n1
platinum	element_n2
platyhelminth	animal_n1
platypus	animal_n1
player	person_n1
playground	location_n1
playhouse	artifact_n1
playlist	message_n2
playroom	artifact_n1
playschool	social_group_n1
plaything	artifact_n1
playtime	period_n1
pleasure	feeling_n1
plenty	property_n3
pliers	tool_n1
plight	state_n4
plodder	person_n1
plot	knowledge_n1
plough	tool_n1
plover	bird_n1
ploy	message_n2
plug	device_n1
plum	plant_part_n1
plumage	material_n1
plumber	person_n1
plume	material_n1
plunger	person_n1
pneumonia	illness_n1
poacher	person_n1
pocket	artifact_n1
pod	Thing
poem	written_language_n1
poet	person_n1
poetry	Thing
pointer	Thing
poison	substance_n1
poisoning	state_n4
polarity	Thing
pole	artifact_n1
polecat	animal_n1
police	social_group_n1
policeman	person_n1
policewoman	person_n1
policy	process_n2
polio	illness_n1
politician	person_n1
polka	auditory_communication_n1
pollen	plant_part_n1
pollenation	event_n1
pollination	event_n1
pollinator	insect_n1
pollutant	material_n1
pollution	state_n4
polo	activity_n1
polychaete	animal_n1
polymerase	material_n1
polyp	illness_n1
polypeptide	material_n1
polysaccharide	material_n1
polystyrene	material_n1
pomegranate	plant_part_n1
pond	water_n2
pong	process_n2
pony	animal_n1
ponytail	Thing
poodle	animal_n1
pool	artifact_n1
popcorn	plant_n2
poppet	device_n1
poppy	plant_n2
population	Thing
porcelain	artifact_n1
porcupine	animal_n1
pore	shape_n2
pork	substance_n1
porker	animal_n1
porpoise	animal_n1
porridge	food_n1
port	location_n1
portion	Thing
portrait	artifact_n1
position	location_n1
possession	activity_n1
possibility	knowledge_n1
possum	animal_n1
postage	Thing
postcard	written_language_n1
postcode	written_language_n1
poster	Thing
posterior	body_part_n1
postman	person_n1
posture	property_n3
pot	artifact_n1
potassium	element_n2
potato	substance_n1
potency	quality_n1
potential	state_n4
potholder	artifact_n1
potion	food_n1
potoroo	animal_n1
potter	person_n1
potto	animal_n1
potty	artifact_n1
pouch	artifact_n1
pound	definite_quantity_n1
poverty	state_n4
powder	substance_n1
power	phenomenon_n1
pox	illness_n1
prairie	location_n1
pram	transport_n1
prayer	activity_n1
precaution	action_n1
precinct	location_n1
precipitation	phenomenon_n1
preciseness	quality_n1
predation	activity_n1
predator	animal_n1
prediction	process_n2
predisposition	state_n4
preference	feeling_n1
pregnancy	state_n4
prep	activity_n1
preparation	activity_n1
prescription	message_n2
presence	state_n4
present	Thing
presentation	activity_n1
preservation	activity_n1
president	person_n1
pressure	phenomenon_n1
prestige	state_n4
prevention	event_n1
prey	animal_n1
price	Thing
pride	feeling_n1
priest	person_n1
primate	animal_n1
prime	definite_quantity_n1
primer	artifact_n1
prince	person_n1
princess	person_n1
principal	person_n1
principle	knowledge_n1
prism	shape_n2
prison	artifact_n1
prisoner	person_n1
privacy	Thing
privet	plant_n2
prize	Thing
probability	Thing
problem	state_n4
proboscis	body_part_n1
procedure	activity_n1
process	Thing
procession	event_n1
processor	equipment_n1
producer	event_n1
product	phenomenon_n1
production	event_n1
productivity	quality_n1
profession	social_group_n1
professor	person_n1
profile	Thing
profit	Thing
progesterone	substance_n1
programme	written_language_n1
progress	action_n1
progression	Thing
projectile	device_n1
projection	process_n2
prokaryote	organism_n1
prolactin	substance_n1
proline	material_n1
prominence	state_n4
promoter	person_n1
prong	artifact_n1
pronghorn	animal_n1
proof	knowledge_n1
propeller	device_n1
property	property_n3
prophase	period_n1
proportion	Thing
proposal	message_n2
propriety	Thing
propulsion	phenomenon_n1
protection	activity_n1
protein	material_n1
protest	event_n1
protist	microorganism_n1
protocol	knowledge_n1
proton	Thing
protozoan	microorganism_n1
protractor	device_n1
protuberance	shape_n2
province	location_n1
proximity	Thing
pseudopod	body_part_n1
psychoanalysis	activity_n1
pub	building_n1
puberty	period_n1
publication	artifact_n1
pudding	food_n1
puddle	water_n2
puffball	plant_n2
puffin	bird_n1
pulley	device_n1
pullover	clothing_n1
pulp	Thing
pulse	event_n1
pumice	material_n1
pumpkin	plant_n2
pun	message_n2
pup	animal_n1
pupa	insect_n1
pupil	person_n1
puppet	artifact_n1
puppy	animal_n1
purification	action_n1
purpose	knowledge_n1
purse	artifact_n1
pursuit	action_n1
pushchair	transport_n1
puzzler	message_n2
pygmy	person_n1
pylon	artifact_n1
pyramid	shape_n2
pyrite	material_n1
pyrrhotite	material_n1
python	animal_n1
quack	person_n1
quack-quack	bird_n1
quad	body_part_n1
quake	phenomenon_n1
qualification	quality_n1
quality	quality_n1
quantifier	Thing
quantity	definite_quantity_n1
quart	definite_quantity_n1
quarter	definite_quantity_n1
quartz	substance_n1
queen	insect_n1
quest	process_n2
question	event_n1
questionnaire	written_language_n1
queue	Thing
quicksand	state_n4
quill	artifact_n1
quilt	artifact_n1
quiz	event_n1
quota	definite_quantity_n1
r	property_n3
rabbit	animal_n1
rabble	social_group_n1
rabies	illness_n1
raccoon	animal_n1
rack	artifact_n1
racket	sound_n4
racquetball	activity_n1
radar	measuring_instrument_n1
radian	definite_quantity_n1
radiation	phenomenon_n1
radicle	body_part_n1
radio	artifact_n1
radius	property_n3
radon	element_n2
raffia	material_n1
raft	artifact_n1
rag	artifact_n1
rage	feeling_n1
raglan	clothing_n1
ragweed	plant_n2
raid	activity_n1
raider	person_n1
rail	artifact_n1
railing	artifact_n1
railroad	social_group_n1
railway	social_group_n1
rain	phenomenon_n1
rainbow	shape_n2
raincoat	clothing_n1
raindrop	indefinite_quantity_n1
rainfall	phenomenon_n1
rainforest	biome_n1
rainstorm	phenomenon_n1
rainwater	material_n1
raisin	plant_part_n1
ramp	device_n1
ranch	location_n1
range	property_n3
rank	Thing
rapeseed	plant_part_n1
raptor	bird_n1
rarefaction	event_n1
rascal	person_n1
raspberry	plant_n2
rat	animal_n1
rate	Thing
ratio	Thing
ration	food_n1
rattle	sound_n4
rattlesnake	animal_n1
ravage	event_n1
ravine	formation_n5
ravioli	substance_n1
ray	phenomenon_n1
razor	tool_n1
re	Thing
reactant	material_n1
reaction	phenomenon_n1
reactivity	sense_n3
reactor	device_n1
reader	person_n1
realisation	auditory_communication_n1
reality	knowledge_n1
realization	process_n2
realm	state_n4
rear	Thing
reason	Thing
receiver	equipment_n1
receptionist	person_n1
receptiveness	Thing
receptor	body_part_n1
recipe	message_n2
recipient	person_n1
reclamation	action_n1
recollection	knowledge_n1
recommendation	message_n2
recorder	equipment_n1
recreation	activity_n1
rectangle	shape_n2
rector	person_n1
rectum	body_part_n1
redistribution	event_n1
reduction	action_n1
redwood	material_n1
reed	plant_n2
reef	formation_n5
reel	equipment_n1
ref	person_n1
referee	person_n1
reference	message_n2
referral	message_n2
refinery	artifact_n1
reflection	process_n2
reflectivity	definite_quantity_n1
reflector	device_n1
reflex	phenomenon_n1
reform	action_n1
refraction	phenomenon_n1
refrigeration	phenomenon_n1
refrigerator	artifact_n1
regeneration	phenomenon_n1
regent	person_n1
region	location_n1
regulation	message_n2
regulator	device_n1
rehearsal	activity_n1
rein	artifact_n1
reindeer	animal_n1
relatedness	Thing
relation	Thing
relative	person_n1
relativity	process_n2
reliability	Thing
relief	feeling_n1
religion	quality_n1
remediation	action_n1
remnant	Thing
remora	fish_n1
remorse	feeling_n1
removal	action_n1
renown	state_n4
repetition	event_n1
replacement	event_n1
replication	activity_n1
reporter	person_n1
representation	knowledge_n1
representative	person_n1
repressor	Thing
reproduction	phenomenon_n1
reptile	animal_n1
republic	social_group_n1
repulsion	phenomenon_n1
reputation	state_n4
requirement	event_n1
rescuer	person_n1
researcher	person_n1
resemblance	quality_n1
resentment	feeling_n1
reservoir	indefinite_quantity_n1
residence	location_n1
residue	substance_n1
resin	material_n1
resistance	phenomenon_n1
resistor	device_n1
resolution	written_language_n1
resonance	phenomenon_n1
resonator	artifact_n1
resource	quality_n1
resourcefulness	quality_n1
respiration	phenomenon_n1
response	phenomenon_n1
responsibility	event_n1
restaurant	building_n1
restraint	activity_n1
restriction	knowledge_n1
result	phenomenon_n1
retention	activity_n1
reticulum	Thing
retina	body_part_n1
reunion	social_group_n1
reversal	action_n1
revision	action_n1
revolution	event_n1
reward	event_n1
rhea	bird_n1
rhesus	animal_n1
rhino	animal_n1
rhinoceros	animal_n1
rhizoid	material_n1
rhizome	plant_part_n1
rhizomorph	material_n1
rhubarb	substance_n1
rhythm	Thing
rib	device_n1
ribbon	Thing
ribose	material_n1
ribosome	body_part_n1
rice	food_n1
riches	Thing
ricin	material_n1
rider	person_n1
ridge	formation_n5
ridley	animal_n1
rifle	device_n1
rig	equipment_n1
right	knowledge_n1
rightness	quality_n1
rigidity	property_n3
rill	water_n2
rim	shape_n2
rind	plant_part_n1
ring	property_n3
ringtail	animal_n1
ringworm	phenomenon_n1
rink	building_n1
riot	action_n1
ripple	event_n1
rite	activity_n1
river	water_n2
riverbank	formation_n5
riverbed	formation_n5
road	artifact_n1
roadrunner	bird_n1
roadside	artifact_n1
roadway	artifact_n1
robber	person_n1
robbery	activity_n1
robe	clothing_n1
robin	bird_n1
robot	device_n1
rock	Thing
rocker	person_n1
rockery	location_n1
rocket	transport_n1
rod	definite_quantity_n1
rodent	animal_n1
rodeo	activity_n1
roe	Thing
role	activity_n1
roller	action_n1
rollerskate	equipment_n1
roly-poly	person_n1
roman	Thing
roof	artifact_n1
room	artifact_n1
rooster	bird_n1
root	plant_part_n1
rope	artifact_n1
rose	plant_n2
rosemary	plant_n2
rosette	artifact_n1
rotation	action_n1
rotifer	animal_n1
rotter	person_n1
roughness	property_n3
rounder	person_n1
roundworm	phenomenon_n1
route	location_n1
routine	activity_n1
row	Thing
rowan	plant_n2
rpm	Thing
rubber	material_n1
rubbish	material_n1
rubble	material_n1
rubric	message_n2
ruby	artifact_n1
rucksack	artifact_n1
rudder	device_n1
rug	artifact_n1
rugby	activity_n1
rule	knowledge_n1
ruler	measuring_instrument_n1
rumble	sound_n4
rung	device_n1
runner	person_n1
runoff	event_n1
runway	artifact_n1
rust	material_n1
rustling	activity_n1
s	Thing
sable	artifact_n1
sac	location_n1
saddle	device_n1
saddleback	location_n1
safety	state_n4
saguaro	plant_n2
saiga	animal_n1
sail	artifact_n1
sailboat	transport_n1
sailor	person_n1
saint	knowledge_n1
sake	quality_n1
saki	food_n1
salad	food_n1
salamander	animal_n1
sale	event_n1
salinity	process_n2
saliva	substance_n1
sally	message_n2
salmon	fish_n1
salmonberry	plant_n2
salmonella	microorganism_n1
saloon	artifact_n1
salt	material_n1
saltation	Thing
saltiness	process_n2
saltwater	material_n1
salutation	message_n2
samarium	element_n2
sambar	animal_n1
sample	knowledge_n1
sanctuary	location_n1
sand	material_n1
sandal	artifact_n1
sandalwood	material_n1
sandbar	formation_n5
sander	tool_n1
sandpaper	material_n1
sandpit	formation_n5
sandstone	material_n1
sandwich	food_n1
sang	plant_n2
sarcasm	message_n2
sarcomere	Thing
sardine	substance_n1
sassaby	animal_n1
satellite	equipment_n1
satin	artifact_n1
sauce	food_n1
saucepan	artifact_n1
saucer	shape_n2
sauropod	animal_n1
sausage	substance_n1
savanna	location_n1
savannah	biome_n1
saver	person_n1
saving	action_n1
sawdust	material_n1
sawyer	person_n1
saxifrage	plant_n2
scaffold	artifact_n1
scale	measuring_instrument_n1
scallywag	person_n1
scar	knowledge_n1
scarcity	property_n3
scarecrow	artifact_n1
scarf	clothing_n1
scavenger	animal_n1
scenario	message_n2
scene	location_n1
scenery	location_n1
scent	process_n2
schedule	knowledge_n1
schematic	artifact_n1
scheme	Thing
schizophrenia	state_n4
school	social_group_n1
schoolyard	location_n1
science	knowledge_n1
scientist	person_n1
scimitar	device_n1
sclerosis	state_n4
scone	substance_n1
scoop	artifact_n1
scooter	transport_n1
scope	property_n3
score	auditory_communication_n1
scorpion	animal_n1
scour	location_n1
scrap	Thing
scraper	tool_n1
scratch	shape_n2
screeching	sound_n4
screen	artifact_n1
screw	device_n1
screwdriver	tool_n1
scrip	written_language_n1
scroll	written_language_n1
scrotum	body_part_n1
scruff	location_n1
scuba	device_n1
scuffle	event_n1
scull	transport_n1
scullery	artifact_n1
sculpture	shape_n2
scum	Thing
sea	water_n2
seabird	bird_n1
seafood	substance_n1
seagull	bird_n1
seal	device_n1
seashell	Thing
seashore	formation_n5
seaside	formation_n5
season	period_n1
seat	location_n1
seawater	material_n1
seaweed	microorganism_n1
sebum	substance_n1
sec	Thing
second	Thing
secretary	person_n1
secretion	phenomenon_n1
section	Thing
security	state_n4
sediment	substance_n1
sedimentation	phenomenon_n1
seed	plant_part_n1
seedling	plant_n2
seer	person_n1
seesaw	artifact_n1
segment	Thing
segmentation	action_n1
segregation	event_n1
seismograph	measuring_instrument_n1
seizure	event_n1
selection	action_n1
self	state_n4
self-satisfaction	feeling_n1
semen	substance_n1
senate	social_group_n1
senator	person_n1
sensation	process_n2
sense	sense_n3
sensitivity	sense_n3
sensor	device_n1
sentence	Thing
sentimentality	Thing
sepal	plant_part_n1
separation	action_n1
septum	body_part_n1
sequence	Thing
sequin	artifact_n1
sequoia	material_n1
sergeant	person_n1
series	Thing
serotine	animal_n1
serpent	animal_n1
serval	animal_n1
servant	person_n1
server	person_n1
service	activity_n1
serviceman	person_n1
serving	indefinite_quantity_n1
set	Thing
seta	body_part_n1
sett	artifact_n1
settee	artifact_n1
setting	location_n1
settler	person_n1
setup	equipment_n1
severity	property_n3
sewage	material_n1
sewer	artifact_n1
sex	property_n3
sextant	measuring_instrument_n1
shack	artifact_n1
shade	state_n4
shadow	state_n4
shaft	artifact_n1
shale	material_n1
shame	feeling_n1
shampoo	material_n1
shamrock	plant_n2
shanty	artifact_n1
shape	property_n3
shark	fish_n1
sharpness	quality_n1
shaver	tool_n1
shaving	action_n1
shawl	clothing_n1
shear	event_n1
sheath	artifact_n1
sheen	property_n3
sheep	animal_n1
sheet	shape_n2
shelf	device_n1
shell	body_part_n1
shellfish	substance_n1
shelter	artifact_n1
shepherd	person_n1
sheriff	person_n1
shield	artifact_n1
shilling	definite_quantity_n1
shin	body_part_n1
shinbone	body_part_n1
shingle	artifact_n1
ship	transport_n1
shipbuilding	activity_n1
shipwreck	transport_n1
shire	location_n1
shirt	clothing_n1
shock	feeling_n1
shoe	artifact_n1
shoelace	artifact_n1
shoot	plant_part_n1
shooter	person_n1
shop	artifact_n1
shopkeeper	person_n1
shopper	person_n1
shore	formation_n5
shorebird	bird_n1
shoreline	location_n1
shortage	property_n3
shortbread	Thing
shortness	property_n3
shot	activity_n1
shoulder	body_part_n1
shout	auditory_communication_n1
shovel	tool_n1
shower	artifact_n1
showroom	artifact_n1
shred	artifact_n1
shrew	person_n1
shrimp	substance_n1
shrub	biome_n1
shuffle	action_n1
shuttle	transport_n1
shyness	feeling_n1
sibling	person_n1
sickle	tool_n1
sickness	illness_n1
side	location_n1
siderite	material_n1
sidewalk	artifact_n1
sieve	device_n1
sigh	auditory_communication_n1
sight	sense_n3
sighting	activity_n1
sign	Thing
signal	Thing
signatory	person_n1
significance	quality_n1
signpost	Thing
sika	animal_n1
silence	state_n4
silica	material_n1
silicon	element_n2
silk	artifact_n1
silt	material_n1
silverfish	insect_n1
silverware	artifact_n1
similarity	quality_n1
simulation	knowledge_n1
singer	person_n1
single	definite_quantity_n1
sinkhole	formation_n5
sip	phenomenon_n1
sir	person_n1
siren	Thing
sis	person_n1
sister	person_n1
site	location_n1
situation	state_n4
six-pack	artifact_n1
sixpence	Thing
size	property_n3
skateboarding	activity_n1
skeleton	body_part_n1
sketch	artifact_n1
skewer	device_n1
skier	person_n1
skill	knowledge_n1
skillet	artifact_n1
skillfulness	state_n4
skin	body_part_n1
skink	animal_n1
skirt	artifact_n1
skull	body_part_n1
skunk	animal_n1
sky	Thing
skydiving	action_n1
skylight	artifact_n1
skyscraper	building_n1
slab	artifact_n1
slang	auditory_communication_n1
slate	material_n1
slave	person_n1
sled	transport_n1
sleepwalking	action_n1
sleet	phenomenon_n1
sleeve	artifact_n1
sleigh	transport_n1
slice	indefinite_quantity_n1
slide	artifact_n1
slime	substance_n1
sling	artifact_n1
slip	event_n1
slipper	artifact_n1
slit	artifact_n1
sliver	Thing
slope	formation_n5
slot	artifact_n1
sloth	animal_n1
slug	animal_n1
smallmouth	fish_n1
smasher	person_n1
smell	process_n2
smile	Thing
smirk	Thing
smith	person_n1
smog	state_n4
smoke	phenomenon_n1
smoker	person_n1
smokestack	artifact_n1
smoothie	food_n1
smoothness	property_n3
snack	food_n1
snail	animal_n1
snake	animal_n1
snakebite	state_n4
snapdragon	plant_n2
snook	fish_n1
snout	body_part_n1
snow	phenomenon_n1
snowball	artifact_n1
snowdrift	substance_n1
snowdrop	plant_n2
snowfall	phenomenon_n1
snowflake	substance_n1
snowman	artifact_n1
snowshoe	device_n1
snowstorm	phenomenon_n1
soap	material_n1
soccer	activity_n1
sociability	Thing
society	social_group_n1
sock	clothing_n1
socket	artifact_n1
soda	food_n1
sodium	element_n2
sofa	artifact_n1
softball	equipment_n1
softness	property_n3
software	written_language_n1
soil	Thing
solace	state_n4
soldier	person_n1
sole	body_part_n1
solmization	written_language_n1
solstice	Thing
solubility	quality_n1
solute	substance_n1
solution	message_n2
solvent	substance_n1
somebody	person_n1
someone	person_n1
somersault	action_n1
something	Thing
son	person_n1
sonar	measuring_instrument_n1
song	auditory_communication_n1
songbird	bird_n1
soot	element_n2
sophisticate	person_n1
sorrow	feeling_n1
sort	knowledge_n1
soul	Thing
sound	phenomenon_n1
soup	food_n1
source	location_n1
sourness	process_n2
southwest	Thing
sovereign	person_n1
soy	plant_n2
soya	plant_n2
soybean	plant_n2
space	Thing
spacecraft	equipment_n1
spaceman	person_n1
spaceship	equipment_n1
spade	tool_n1
spaghetti	substance_n1
spanner	tool_n1
spark	phenomenon_n1
sparkle	property_n3
sparkler	artifact_n1
sparrow	bird_n1
spat	event_n1
spatula	artifact_n1
spawn	Thing
speaker	person_n1
spear	device_n1
spec	message_n2
specialist	person_n1
specialization	action_n1
specialty	quality_n1
speciation	phenomenon_n1
specification	message_n2
specimen	knowledge_n1
speck	artifact_n1
spectacle	artifact_n1
spectator	person_n1
spectrum	Thing
speech	event_n1
speed	Thing
speedometer	measuring_instrument_n1
speedway	artifact_n1
spell	auditory_communication_n1
sperm	Thing
spermatid	Thing
spermatocyte	Thing
spermatogenesis	phenomenon_n1
spermatophyte	plant_n2
sphere	artifact_n1
sphincter	body_part_n1
sphinx	artifact_n1
spice	material_n1
spicule	body_part_n1
spider	animal_n1
spike	event_n1
spinach	plant_n2
spindle	material_n1
spine	body_part_n1
spinner	person_n1
spiracle	body_part_n1
spiral	shape_n2
spire	artifact_n1
spirit	Thing
spirogyra	microorganism_n1
spite	feeling_n1
spleen	body_part_n1
splinter	Thing
split	action_n1
splutter	sound_n4
spoilage	indefinite_quantity_n1
spoke	device_n1
sponge	material_n1
spoon	artifact_n1
spoonful	indefinite_quantity_n1
sporangium	plant_part_n1
spore	plant_part_n1
sporophyte	plant_n2
sporozoan	microorganism_n1
sport	activity_n1
spot	quality_n1
spreader	tool_n1
spree	action_n1
spring	period_n1
spring-cleaning	action_n1
springbok	animal_n1
springtail	insect_n1
sprinkler	device_n1
sprocket	shape_n2
spruce	plant_n2
spur	shape_n2
spy	person_n1
squabble	event_n1
squad	social_group_n1
square	shape_n2
squash	activity_n1
squeaker	artifact_n1
squid	animal_n1
squirrel	animal_n1
stability	quality_n1
stable	building_n1
stack	Thing
staff	social_group_n1
stage	period_n1
stair	device_n1
staircase	artifact_n1
stalactite	shape_n2
stalk	material_n1
stall	artifact_n1
stamen	plant_part_n1
stamina	property_n3
stance	property_n3
standard	Thing
standstill	state_n4
staphylococcus	microorganism_n1
staple	device_n1
stapler	device_n1
star	heavenly_body_n1
starch	material_n1
starfish	animal_n1
starlight	phenomenon_n1
starling	bird_n1
starter	device_n1
starvation	state_n4
state	state_n4
statement	message_n2
station	artifact_n1
statistic	knowledge_n1
statue	artifact_n1
stature	state_n4
status	state_n4
statute	written_language_n1
staurikosaurus	animal_n1
steak	substance_n1
steam	substance_n1
steamer	transport_n1
steamroller	transport_n1
steed	animal_n1
steel	substance_n1
steenbok	animal_n1
stem	plant_part_n1
step	action_n1
stepfather	person_n1
stepmother	person_n1
steppe	biome_n1
stepson	person_n1
stereo	equipment_n1
sterilization	activity_n1
sternum	body_part_n1
steroid	material_n1
stethoscope	device_n1
stew	food_n1
steward	person_n1
stick	plant_part_n1
stickleback	fish_n1
stiffness	property_n3
stigma	plant_part_n1
stile	device_n1
stillness	property_n3
stilt	device_n1
stimulant	knowledge_n1
stimulation	action_n1
stimulus	knowledge_n1
sting	state_n4
stinger	food_n1
stingray	fish_n1
stirrup	device_n1
stoat	animal_n1
stock	animal_n1
stocking	clothing_n1
stolon	plant_part_n1
stoma	shape_n2
stomach	body_part_n1
stomate	shape_n2
stone	Thing
stonefish	fish_n1
stonewort	microorganism_n1
stool	artifact_n1
stopper	artifact_n1
stopwatch	measuring_instrument_n1
