Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
barite	n			barite	barite%1:27:00::	114678230	barite_n1	113838221	barite_n1	a white or colorless mineral (BaSO4); the main source of barium	
bark	n	y		bark (tree cover)	bark%1:20:00::	113162297	bark_n1	112408667	bark_n1	tough protective covering of the woody stems and roots of trees and other woody plants	
bark	n	y		bark (dog)	bark%1:11:00::	107376621	bark_n4	106924613	bark_n4	the sound made by a dog	
bark	v	y			bark%2:35:00::	201263784	skin_v3	201225731	skin_v3	remove the bark of a tree	
barker	n			barker	barker%1:18:00::	109839515	barker_n1	109212519	barker_n1	someone who stands in front of a show (as at a carnival) and gives a loud colorful sales talk to potential customers	
barley	n			barley	barley%1:13:00::	107803093	barley_n1	107330263	barley_n1	a grain of barley	
barman	n			barman	barman%1:18:00::	109841188	bartender_n1	109214023	bartender_n1	an employee who mixes and serves alcoholic drinks at a bar	
barn	n			barn	barn%1:06:00::	102793495	barn_n1	102696043	barn_n1	an outlying farm building for storing grain or animal feed and housing farm animals	
barnacle	n			barnacle	barnacle%1:05:01::	101998183	cirriped_n1	101915591	cerriped_n1	marine crustaceans with feathery food-catching appendages; free-swimming as larvae; as adults form a hard shell and live attached to submerged surfaces	
barometer	n	okay	obj	barometer	barometer%1:06:00::	102794156	barometer_n1	102696685	barometer_n1	an instrument that measures atmospheric pressure	
barometric	adj				barometric%3:01:00::	302658835	barometric_a1	302557752	barometric_a1	relating to atmospheric pressure or indicated by a barometer;	barometric pressure
baron	n	y		baron	baron%1:18:01::	109840217	king_n3	109213221	power_n9	a very wealthy or powerful businessman;	an oil baron
barrack	n			barrack	barrack%1:06:00::	102794779	barrack_n1	102697272	barrack_n1	a building or group of buildings used to house military personnel	
barrel	n	y		barrel	barrel%1:25:00::	113901211	barrel_n3	113113303	barrel_n3	a bulging cylindrical shape; hollow with flat ends	
barren	adj	y				301242489	inhospitable_a1	301199217	inhospitable_a1	unfavorable to life or growth;	the barren inhospitable desert; inhospitable mountain areas
barrier	n			barrier	barrier%1:06:00::	102796623	barrier_n1	102699019	barrier_n1	a structure or object that impedes free movement	
barrow	n	y		barrow	barrow%1:06:02::	102922292	barrow_n2	102818270	barrow_n2	(archeology) a heap of earth placed over prehistoric tombs	
basal	adj	y			basal%3:00:02::	300318667	basal_a1	300317139	basal_a1	especially of leaves; located at the base of a plant or stem; especially arising directly from the root or rootstock or a root-like stem;	basal placentation; radical leaves
basalt	n			basalt	basalt%1:27:00::	114773022	basalt_n1	113930459	basalt_n1	the commonest type of solidified lava; a dense dark grey fine-grained igneous rock that is composed chiefly of plagioclase feldspar and pyroxene	
base	n	okay	posn	base	base%1:06:01::	103387016	base_n2	103263435	foot_n7	lowest support of a structure;	it was built on a base of solid rock; he stood at the foot of the tower
baseball	n			baseball	baseball%1:04:00::	100471613	baseball_n1	100447188	baseball_n1	a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs;	he played baseball in high school; there was a baseball game on every empty lot; there was a desire for National League ball in the area; play ball!
basement	n			basement	basement%1:06:00::	102800497	basement_n1	102702855	basement_n1	the lowermost portion of a structure partly or wholly below ground level; often used for storage	
bash	n			bang	bash%1:11:00::	107410207	bang_n1	106956842	bang_n1	a vigorous blow;	the sudden knock floored him; he took a bash right in his face; he got a bang on the head
basic	adj	okay	quality		basic%3:00:00::	301855764	basic_a1	301794738	basic_a1	pertaining to or constituting a base or basis;	a basic fact; the basic ingredients; basic changes in public opinion occur because of changes in priorities
basically	r				basically%4:02:00::	400003483	essentially_r1	400003063	essentially_r1	in essence; at bottom or by one's (or its) very nature;	He is basically dishonest; the argument was essentially a technical one; for all his bluster he is in essence a shy person
basidiocarp	n			basidiocarp	basidiocarp%1:20:00::	111533212	basidiocarp_n1	110789206	basidiocarp_n1	the fruiting body of a basidiomycete which bears its spores on special cells	
basil	n			basil	basil%1:20:00::	112860365	basil_n1	112110888	basil_n1	any of several Old World tropical aromatic annual or perennial herbs of the genus Ocimum	
basilisk	n			basilisk	basilisk%1:18:00::	109492877	basilisk_n1	108893784	basilisk_n1	(classical mythology) a serpent (or lizard or dragon) able to kill with its breath or glance	
basin	n			basin	basin%1:06:00::	102801525	basin_n1	102703830	basin_n1	a bowl-shaped vessel; usually used for holding food or liquids;	she mixed the dough in a large basin
basis	n	okay	abs	basis	basis%1:24:00::	113790912	basis_n1	113011609	basis_n1	a relation that provides the foundation for something;	they were on a friendly footing; he worked on an interim basis
bask	v				bask%2:37:13::	201820302	enjoy_v1	201767431	enjoy_v1	derive or receive pleasure from; get enjoyment from; take pleasure in;	She relished her fame and basked in her glory
basket	n			basket	basket%1:06:00::	102801938	basket_n1	102704225	basket_n1	a container that is usually woven and has handles	
basketball	n			basketball	basketball%1:04:00::	100480993	basketball_n1	100456335	basketball_n1	a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop	
basketful	n			basketful	basketful%1:23:00::	113765207	basket_n2	112988809	basket_n2	the quantity contained in a basket	
bass	n	y		bass	bass%1:13:01::	107777512	bass_n5	107305184	bass_n5	any of various North American freshwater fish with lean flesh (especially of the genus Micropterus)	
bass	adj	y			bass%5:00:00:low:03	301215935	deep_s6	301172478	deep_s6	having or denoting a low vocal or instrumental range;	a deep voice; a bass voice is lower than a baritone voice; a bass clarinet
bast	n			bast	bast%1:20:02::	113099444	bast_n1	112347983	bast_n1	strong woody fibers obtained especially from the phloem of from various plants	
bat	n	okay	animal	bat (mammal)	bat%1:05:00::	102139199	bat_n1	102055000	bat_n1	nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate	
bat	n			bat (sport)	bat%1:06:00::	102806379	bat_n5	102708091	bat_n5	a club used for hitting a ball in various games	
batch	n	y		batch	batch%1:14:00::	108400452	batch_n3	107889556	batch_n3	a collection of things or persons to be handled together	
bate	v				bate%2:41:00::	202511075	bate_v1	202436148	bate_v1	moderate or restrain; lessen the force of;	He bated his breath when talking about this affair; capable of bating his enthusiasm
bath	n	okay	obj	bath	bath%1:06:02::	102806530	bath_n1	102708242	bath_n1	a vessel containing liquid in which something is immersed (as to process it or to maintain it at a constant temperature or to lubricate it);	she soaked the etching in an acid bath
bathe	v				bathe%2:29:00::	200035603	bathe_v1	200034368	bathe_v1	cleanse the entire body;	bathe daily
bathroom	n	okay	loc	bathroom	bathroom%1:06:00::	102807731	bathroom_n1	102709425	bathroom_n1	a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet	
batter	v				batter%2:35:01::	201417705	batter_v1	201377098	batter_v1	strike against forcefully;	Winds buffeted the tent
battery	n	okay	obj	battery	battery%1:06:00::	102810471	battery_n2	102711746	battery_n2	a device that produces electricity; may have several primary or secondary cells arranged in parallel or series	
battle	n			battle	battle%1:04:00::	100953559	battle_n1	100896789	battle_n1	a hostile meeting of opposing military forces in the course of a war;	Grant won a decisive victory in the battle of Chickamauga; he lost his romantic ideas about war when he got into a real engagement
battlement	n			battlement	battlement%1:06:00::	102811936	battlement_n1	102713211	battlement_n1	a rampart built around the top of a castle with regular gaps for firing arrows or guns	
bay	n			bay	bay%1:17:00::	109215664	bay_n1	108641996	bay_n1	an indentation of a shoreline larger than a cove but smaller than a gulf	
bazaar	n			bazaar	bazaar%1:06:00::	102813544	bazaar_n1	102714818	bazaar_n1	a shop where a variety of goods are sold	
be	v				be%2:42:03::	202604760	be_v1	202526983	be_v1	have the quality of being; (copula, used with an adjective or a predicate noun);	John is rich; This is not a good answer
beach	n	okay	loc	beach	beach%1:17:00::	109217230	beach_n1	108643631	beach_n1	an area of sand sloping down to the water of a sea or lake	
beacon	n			beacon	beacon%1:10:00::	107264213	beacon_n1	106818550	beacon_n1	a fire (usually on a hill or tower) that can be seen from a distance	
bead	n			bead	bead%1:06:00::	102815071	bead_n1	102716302	bead_n1	a small ball with a hole through the middle	
beady	adj				beady%5:00:00:bright:00	300280245	beady_s1	300279509	beady_s1	small and round and shiny like a shiny bead or button;	bright beady eyes; black buttony eyes
beagle	n	okay	animal	beagle	beagle%1:05:00::	102088364	beagle_n1	102005361	beagle_n1	a small short-legged smooth-coated breed of hound	
beak	n	okay	bpart	beak	beak%1:05:01::	101758510	beak_n1	101679219	beak_n1	beaklike mouth of animals other than birds (e.g., turtles)	
beaked	adj				beaked%3:00:00::	300206403	beaked_a1	300209627	beaked_a1	having or resembling a beak	
beaker	n			beaker	beaker%1:06:01::	102815834	beaker_n1	102717030	beaker_n1	a flatbottomed jar made of glass or plastic; used for chemistry	
beaklike	adj				beaklike%5:00:00:beaked:00	300206627	beaklike_s1	300209797	beaklike_s1	resembling the beak of a bird;	a grizzled man with a beaklike nose
beam	n	y		beam (wood or metal)	beam%1:06:00::	102815950	beam_n2	102717146	beam_n2	long thick piece of wood or metal or concrete, etc., used in construction	
beam	n	y		ray (light)	beam%1:19:00::	111428023	ray_n1	110689526	ray_n1	a column of light (as from a beacon)	
bean	n	okay	plant	bean	bean%1:13:00::	107724943	bean_n1	107253196	bean_n1	any of various edible seeds of plants of the family Leguminosae used for food	
beanstalk	n			beanstalk	beanstalk%1:20:00::	113129938	beanstalk_n1	112377353	beanstalk_n1	stem of a bean plant	
bear	n	okay	animal	bear	bear%1:05:00::	102131653	bear_n1	102047492	bear_n1	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws	
beard	n			beard	beard%1:08:00::	105261566	beard_n1	104958542	beard_n1	the hair growing on the lower part of a man's face	
bearing	n	y		bearing	bearing%1:07:01::	105002822	posture_n2	104738513	posture_n2	characteristic way of bearing one's body;	stood with good posture
bearskin	n			bearskin	bearskin%1:27:00::	114764518	bearskin_n1	113922119	bearskin_n1	the pelt of a bear (sometimes used as a rug)	
beast	n			animal	beast%1:03:00::	100015388	animal_n1	100012748	animal_n1	a living organism characterized by voluntary movement	
beat	v				beat%2:33:00::	201101913	beat_v1	201066844	beat_v1	come out better in a competition, race, or conflict;	Agassi beat Becker in the tennis championship; We beat the competition; Harvard defeated Yale in the last football game
beautiful	adj				beautiful%3:00:00::	300217728	beautiful_a1	300218842	beautiful_a1	delighting the senses or exciting intellectual or emotional admiration;	a beautiful child; beautiful country; a beautiful painting; a beautiful theory; a beautiful party
beauty	n	okay	quality	beauty	beauty%1:07:00::	104683814	beauty_n1	104490280	beauty_n1	the qualities that give pleasure to the senses	
beaver	n	y		beaver	beaver%1:05:00::	102363005	beaver_n7	102276882	beaver_n6	large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges	
become	v	okay	act		become%2:30:00::	200149583	become_v1	200144029	become_v1	enter or assume a certain state or condition;	He became annoyed when he heard the bad news; It must be getting more serious; her face went red with anger; She went into ecstasy; Get going!
