QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.09	some	trainer	drive	horse	Some trainers drive horses.	0.50	y	n	n	person_n1	animal_n1	KBCompletion
0.50	some	trapper	hunt	elk	Some trappers hunt elk.	1.00	y	n	n	person_n1	animal_n1	a52528
0.50	some	trapper	kill	coyote	Some trappers kill coyotes.	1.00	y	n	n	person_n1	animal_n1	a37312
0.50	some	trapper	seek	mammal	Some trappers seek mammals.	1.00	y	n	n	person_n1	animal_n1	a11156
0.33	some	trapper	kill	cat	Some trappers kill cats.	1.00	y	n	n	person_n1	animal_n1	a72760
0.25	some	trapper	kill	alligator	Some trappers kill alligators.	1.00	y	n	n	person_n1	animal_n1	a61880|a61881
0.41	some	traveler	encounter	dog	Some travelers encounter dogs.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.33	some	traveler	avoid	deer	Some travelers avoid deer.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.33	some	traveler	avoid	elephant	Some travelers avoid elephants.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	traveler	encounter	camel	Some travelers encounter camels.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	traveler	encounter	elephant	Some travelers encounter elephants.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	traveler	encounter	penguin	Some travelers encounter penguins.	1.00	y	n	n	person_n1	bird_n1	KBCompletion
0.16	some	traveler	encounter	grain	Some travelers encounter grain.	1.00	y	n	n	person_n1	material_n1	KBCompletion
0.16	some	traveler	ride	elephant	Some travelers ride elephants.	1.00	y	n	n	person_n1	animal_n1	a47198
0.09	some	traveler	avoid	animal	Some travelers avoid animals.	1.00	y	n	n	person_n1	animal_n1	a71916
0.09	some	traveler	encounter	crocodile	Some travelers encounter crocodiles.	1.00	y	n	n	person_n1	animal_n1	a65981
0.50	some	trawler	chase	fish	Some trawlers chase fish.	1.00	y	n	n	person_n1	fish_n1	a1926|a1927
0.75	most	tree	derive from	ancestor	Most trees derive from ancestors.	0.67	y	n	n	plant_n2	person_n1	KBCompletion
0.67	most	tree	attract	bird	Most trees attract birds.	1.00	y	n	n	plant_n2	bird_n1	a30570|a30571|a30572|a30573|a30574
0.67	most	tree	attract	squirrel	Most trees attract squirrels.	1.00	y	n	n	plant_n2	animal_n1	a69104|a69105
0.58	most	tree	possess	bird	Most trees possess birds.	1.00	y	n	n	plant_n2	bird_n1	a23097
0.50	some	tree	attract	caterpillar	Some trees attract caterpillars.	0.67	y	n	n	plant_n2	animal_n1	a79211
0.50	some	tree	attract	goldfinch	Some trees attract goldfinches.	1.00	y	n	n	plant_n2	bird_n1	KBCompletion
0.50	some	tree	attract	moth	Some trees attract moths.	1.00	y	n	n	plant_n2	insect_n1	a7263
0.50	some	tree	attract	parrot	Some trees attract parrots.	1.00	y	n	n	plant_n2	bird_n1	a65489|a65490
0.50	some	tree	attract	starling	Some trees attract starlings.	1.00	y	n	n	plant_n2	bird_n1	a57655
0.41	some	tree	attract	butterfly	Some trees attract butterflies.	1.00	y	n	n	plant_n2	insect_n1	a20235
0.41	some	tree	attract	deer	Some trees attract deer.	1.00	y	n	n	plant_n2	animal_n1	a69207
0.41	some	tree	attract	dove	Some trees attract doves.	1.00	y	n	n	plant_n2	bird_n1	KBCompletion
0.41	some	tree	help	bird	Some trees help birds.	1.00	y	n	n	plant_n2	bird_n1	a14989
0.33	some	tree	attract	hawk	Some trees attract hawks.	1.00	y	n	n	plant_n2	bird_n1	a76692
0.33	some	tree	attract	wren	Some trees attract wrens.	1.00	y	n	n	plant_n2	bird_n1	a26655
0.33	some	tree	possess	squirrel	Some trees possess squirrels.	1.00	y	n	n	plant_n2	animal_n1	a53506
0.25	some	tree	possess	ant	Some trees possess ants.	1.00	y	n	n	plant_n2	insect_n1	a34112|a34113
0.25	some	tree	possess	eagle	Some trees possess eagles.	1.00	y	n	n	plant_n2	bird_n1	a81013
0.16	some	tree	feed in	field	Some trees feed in fields.	0.67	y	n	n	plant_n2	location_n1	KBCompletion
0.58	most	tribe	hunt	deer	Most tribes hunt deer.	1.00	y	n	n	social_group_n1	animal_n1	a62751
0.50	some	tribe	catch	salmon	Some tribes catch salmon.	1.00	y	n	n	social_group_n1	fish_n1	a34830
0.50	some	tribe	depend on	cattle	Some tribes depend on cattle.	0.67	y	n	n	social_group_n1	animal_n1	KBCompletion
0.50	some	tribe	depend on	pig	Some tribes depend on pigs.	0.67	y	n	n	social_group_n1	animal_n1	KBCompletion
0.50	some	tribe	hunt	animal	Some tribes hunt animals.	1.00	y	n	n	social_group_n1	animal_n1	a64319|a64320|a64321|a64322
0.50	some	tribe	hunt	bison	Some tribes hunt bison.	0.67	y	n	n	social_group_n1	animal_n1	a44278|a44279
0.50	some	tribe	hunt	pig	Some tribes hunt pigs.	1.00	y	n	n	social_group_n1	animal_n1	a61690
0.50	some	tribe	keep	cattle	Some tribes keep cattle.	1.00	y	n	n	social_group_n1	animal_n1	a38872
0.50	some	tribe	learn about	buffalo	Some tribes learn about buffalo.	1.00	y	n	n	social_group_n1	animal_n1	KBCompletion
0.50	some	tribe	possess	chicken	Some tribes possess chickens.	1.00	y	n	n	social_group_n1	bird_n1	a6821
0.50	some	tribe	raise	cattle	Some tribes raise cattle.	0.50	y	n	n	social_group_n1	animal_n1	KBCompletion
0.41	some	tribe	eat	turtle	Some tribes eat turtles.	1.00	y	n	n	social_group_n1	animal_n1	a55967
0.41	some	tribe	follow	caribou	Some tribes follow caribou.	0.33	y	n	n	social_group_n1	animal_n1	a50558
0.41	some	tribe	hunt	whale	Some tribes hunt whales.	0.75	y	n	n	social_group_n1	animal_n1	a47789|a73889|a73890|a73891|a73892|a73893
0.41	some	tribe	like	camel	Some tribes like camels.	0.67	y	n	n	social_group_n1	animal_n1	KBCompletion
0.33	some	tribe	depend on	buffalo	Some tribes depend on buffalo.	1.00	y	n	n	social_group_n1	animal_n1	a43760|a43761
0.33	some	tribe	depend on	caribou	Some tribes depend on caribou.	1.00	y	n	n	social_group_n1	animal_n1	KBCompletion
0.33	some	tribe	depend on	deer	Some tribes depend on deer.	1.00	y	n	n	social_group_n1	animal_n1	KBCompletion
0.33	some	tribe	hunt	caribou	Some tribes hunt caribou.	1.00	y	n	n	social_group_n1	animal_n1	a26193
0.33	some	tribe	keep	chicken	Some tribes keep chickens.	1.00	y	n	n	social_group_n1	bird_n1	KBCompletion
0.33	some	tribe	sell	cattle	Some tribes sell cattle.	1.00	y	n	n	social_group_n1	animal_n1	a11247
0.33	some	tribe	shoot	deer	Some tribes shoot deer.	1.00	y	n	n	social_group_n1	animal_n1	KBCompletion
0.25	some	tribe	depend on	bison	Some tribes depend on bison.	1.00	y	n	n	social_group_n1	animal_n1	a28011
0.25	some	tribe	depend on	salmon	Some tribes depend on salmon.	1.00	y	n	n	social_group_n1	fish_n1	KBCompletion
0.25	some	tribe	hunt	boar	Some tribes hunt boars.	1.00	y	n	n	social_group_n1	animal_n1	a86577
0.16	some	tribe	depend on	chicken	Some tribes depend on chickens.	0.67	y	n	n	social_group_n1	bird_n1	KBCompletion
0.16	some	tribe	kill	crocodile	Some tribes kill crocodiles.	1.00	y	n	n	social_group_n1	animal_n1	a53195
0.41	some	trilobite	has-part	head	Some trilobites has-part heads.	1.00	y	n	n	animal_n1	body_part_n1	a1441
0.41	some	trilobite	thrive in	environment	Some trilobites thrive in environments.	1.00	y	n	n	animal_n1	location_n1	a68910
0.41	some	troop	ride	horse	Some troops ride horses.	1.00	y	n	n	social_group_n1	animal_n1	a24373
0.33	some	troop	ride	camel	Some troops ride camels.	1.00	y	n	n	social_group_n1	animal_n1	a65374
0.09	some	troop	ride	elephant	Some troops ride elephants.	0.67	y	n	n	social_group_n1	animal_n1	a71827
0.33	some	trout	eat	insect	Some trouts eat insects.	1.00	y	n	n	substance_n1	insect_n1	a21469|a64329
0.25	some	truck	carry	bird	Some trucks carry birds.	1.00	y	n	n	transport_n1	bird_n1	a72253
0.16	some	truck	move	goat	Some trucks move goats.	1.00	y	n	n	transport_n1	animal_n1	a47309
0.00	some	truck	hit	elk	Some trucks hit elk.	1.00	y	n	n	transport_n1	animal_n1	a42658
0.58	most	tuatara	live in	coast	Most tuataras live in coasts.	1.00	y	n	n	animal_n1	formation_n5	a38538
0.25	some	tuna	attract	ant	Some tuna attracts ants.	1.00	y	n	n	fish_n1	insect_n1	a3353
0.91	most	turkey	has-part	bone	Most turkeys has-part bones.	1.00	y	n	n	bird_n1	body_part_n1	a23959
0.91	most	turkey	has-part	leg	Most turkeys has-part legs.	0.33	y	n	n	bird_n1	body_part_n1	a9986|a9987|a9988
0.91	most	turkey	possess	meat	Most turkeys possess meat.	1.00	y	n	n	bird_n1	substance_n1	a51736
0.91	most	turkey	require	food	Most turkeys require food.	1.00	y	n	n	bird_n1	food_n1	a57444|a57445|a77607
0.91	most	turkey	require	water	Most turkeys require water.	1.00	y	n	n	bird_n1	substance_n1	a50318|a50319|a50320
0.84	most	turkey	has-part	beak	Most turkeys has-part beaks.	0.00	y	n	n	bird_n1	body_part_n1	a28982
0.84	most	turkey	has-part	head	Most turkeys has-part heads.	0.67	y	n	n	bird_n1	body_part_n1	a8139
0.84	most	turkey	has-part	neck	Most turkeys has-part necks.	0.67	y	n	n	bird_n1	body_part_n1	a5859|a5860|a5861
0.84	most	turkey	move	eye	Most turkeys move eyes.	1.00	y	n	n	bird_n1	body_part_n1	KBCompletion
0.84	most	turkey	seek	food	Most turkeys seek food.	1.00	y	n	n	bird_n1	food_n1	KBCompletion
0.84	most	turkey	transmit	sound	Most turkeys transmit sound.	1.00	y	n	n	bird_n1	sound_v2	KBCompletion
0.75	most	turkey	eat	food	Most turkeys eat food.	1.00	y	n	n	bird_n1	food_n1	a57240
0.75	most	turkey	has-part	wing	Most turkeys has-part wings.	0.67	y	n	n	bird_n1	body_part_n1	a77521
0.75	most	turkey	possess	body	Most turkeys possess bodies.	1.00	y	n	n	bird_n1	Thing	a8742|a8743|a8744|a8745|a8746
0.75	most	turkey	roam	earth	Most turkeys roam earth.	1.00	y	n	n	bird_n1	material_n1	a43985
0.75	most	turkey	roam	ground	Most turkeys roam ground.	1.00	y	n	n	bird_n1	Thing	a80165|a80166
0.75	most	turkey	walk on	leg	Most turkeys walk on legs.	0.50	y	n	n	bird_n1	body_part_n1	KBCompletion
0.67	most	turkey	feed in	field	Most turkeys feed in fields.	1.00	y	n	n	bird_n1	location_n1	a40910|a40911
0.67	most	turkey	has-part	brain	Most turkeys has-part brains.	1.00	y	n	n	bird_n1	body_part_n1	a14413
0.67	most	turkey	lay	egg	Most turkeys lay eggs.	1.00	y	n	n	bird_n1	Thing	KBCompletion
0.67	most	turkey	possess	feather	Most turkeys possess feathers.	0.67	y	n	n	bird_n1	material_n1	a4513|a4514|a4515|a4516|a4517
0.67	most	turkey	sit on	egg	Most turkeys sit on eggs.	0.67	y	n	n	bird_n1	Thing	KBCompletion
0.67	most	turkey	thrive in	environment	Most turkeys thrive in environments.	1.00	y	n	n	bird_n1	location_n1	a46654
0.60	most	turkey	graze in	field	Most turkeys graze in fields.	1.00	y	n	n	bird_n1	location_n1	a40030
0.58	most	turkey	attract	hunter	Most turkeys attract hunters.	1.00	y	n	n	bird_n1	person_n1	a27640
0.58	most	turkey	cross	farm	Most turkeys cross farms.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.58	most	turkey	depend on	diet	Most turkeys depend on diets.	1.00	y	n	n	bird_n1	food_n1	KBCompletion
0.58	most	turkey	hide	food	Most turkeys hide food.	0.67	y	n	n	bird_n1	food_n1	KBCompletion
0.58	most	turkey	is located on	ground	Most turkeys are located on ground.	0.67	y	n	n	bird_n1	Thing	KBCompletion
0.58	most	turkey	move	leg	Most turkeys move legs.	1.00	y	n	n	bird_n1	body_part_n1	KBCompletion
0.58	most	turkey	move	wing	Most turkeys move wings.	1.00	y	n	n	bird_n1	body_part_n1	KBCompletion
0.58	most	turkey	require	diet	Most turkeys require diets.	1.00	y	n	n	bird_n1	food_n1	a25514
0.58	most	turkey	resemble	pheasant	Most turkeys resemble pheasants.	1.00	y	n	n	bird_n1	bird_n1	a68710
0.58	most	turkey	roam	terrain	Most turkeys roam terrains.	1.00	y	n	n	bird_n1	location_n1	a21537
0.58	most	turkey	shed	feather	Most turkeys shed feathers.	1.00	y	n	n	bird_n1	material_n1	KBCompletion
0.58	most	turkey	sit in	forest	Most turkeys sit in forests.	1.00	y	n	n	bird_n1	Thing	KBCompletion
0.58	most	turkey	sit in	habitat	Most turkeys sit in habitats.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.58	most	turkey	thrive in	region	Most turkeys thrive in regions.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.50	some	turkey	come from	supermarket	Some turkeys come from supermarkets.	1.00	y	n	n	bird_n1	artifact_n1	a16032
0.50	some	turkey	die in	county	Some turkeys die in counties.	1.00	y	n	n	bird_n1	location_n1	a51848
0.50	some	turkey	enter	field	Some turkeys enter fields.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.50	some	turkey	has-part	gizzard	Some turkeys has-part gizzards.	1.00	y	n	n	bird_n1	body_part_n1	a80384
0.50	some	turkey	is located on	farm	Some turkeys are located on farms.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.50	some	turkey	live in	cage	Some turkeys live in cages.	1.00	y	n	n	bird_n1	artifact_n1	a85512
0.50	some	turkey	live in	field	Some turkeys live in fields.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.50	some	turkey	live in	forest	Some turkeys live in forests.	0.75	y	n	n	bird_n1	Thing	a11244|a11245|a11246|a49449|a78372|a78373|a78374
0.50	some	turkey	make	egg	Some turkeys make eggs.	1.00	y	n	n	bird_n1	Thing	a9485|a9486|a9487|a9488|a9489|a9490|a9491|a9492|a9493|a9494|a9495|a9496|a9497|a9498|a9499|a9500|a9501
0.50	some	turkey	prefer	woodland	Some turkeys prefer woodlands.	1.00	y	n	n	bird_n1	biome_n1	a73270
0.50	some	turkey	provide	food	Some turkeys provide food.	1.00	y	n	n	bird_n1	food_n1	a78960
0.50	some	turkey	require	habitat	Some turkeys require habitats.	1.00	y	n	n	bird_n1	location_n1	a8753|a46451
0.50	some	turkey	roam	ranch	Some turkeys roam ranches.	1.00	y	n	n	bird_n1	location_n1	a63200
0.50	some	turkey	sit in	field	Some turkeys sit in fields.	1.00	y	n	n	bird_n1	location_n1	a6802
0.50	some	turkey	turn into	dinner	Some turkeys turn into dinner.	1.00	y	n	n	bird_n1	food_n1	a30610
0.41	some	turkey	avoid	person	Some turkeys avoid people.	1.00	y	n	n	bird_n1	person_n1	a34079|a34080
0.41	some	turkey	cross	boundary	Some turkeys cross boundaries.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.41	some	turkey	eat	seed	Some turkeys eat seeds.	1.00	y	n	n	bird_n1	plant_part_n1	a35732|a35733|a35734|a67461|a67462
0.41	some	turkey	feed in	habitat	Some turkeys feed in habitats.	1.00	y	n	n	bird_n1	location_n1	KBCompletion
0.41	some	turkey	live in	county	Some turkeys live in counties.	1.00	y	n	n	bird_n1	location_n1	a23073|a38747
0.41	some	turkey	move	gland	Some turkeys move glands.	0.67	y	n	n	bird_n1	body_part_n1	KBCompletion
0.41	some	turkey	prefer	ground	Some turkeys prefer ground.	1.00	y	n	n	bird_n1	Thing	a54752
0.41	some	turkey	seek	corn	Some turkeys seek corn.	1.00	y	n	n	bird_n1	plant_n2	a43252
0.41	some	turkey	sit in	ground	Some turkeys sit in ground.	0.50	y	n	n	bird_n1	Thing	KBCompletion
0.41	some	turkey	sit in	woodland	Some turkeys sit in woodlands.	1.00	y	n	n	bird_n1	biome_n1	KBCompletion
0.41	some	turkey	sit on	limb	Some turkeys sit on limbs.	0.33	y	n	n	bird_n1	body_part_n1	a899
0.41	some	turkey	sit on	nest	Some turkeys sit on nests.	1.00	y	n	n	bird_n1	Thing	a14762
0.41	some	turkey	thrive in	park	Some turkeys thrive in parks.	1.00	y	n	n	bird_n1	location_n1	a83708
0.33	some	turkey	collect	food	Some turkeys collect food.	1.00	y	n	n	bird_n1	food_n1	KBCompletion
0.33	some	turkey	cross	field	Some turkeys cross fields.	1.00	y	n	n	bird_n1	location_n1	a75718|a75719
0.33	some	turkey	cross	road	Some turkeys cross roads.	1.00	y	n	n	bird_n1	artifact_n1	a86218|a86219|a86220|a86221|a86222|a86223
0.33	some	turkey	cross	track	Some turkeys cross tracks.	1.00	y	n	n	bird_n1	location_n1	a72098
0.33	some	turkey	depend on	seed	Some turkeys depend on seeds.	0.67	y	n	n	bird_n1	plant_part_n1	KBCompletion
0.33	some	turkey	escape from	cage	Some turkeys escape from cages.	0.67	y	n	n	bird_n1	artifact_n1	KBCompletion
0.33	some	turkey	hear	call	Some turkeys hear calls.	1.00	y	n	n	bird_n1	artifact_n1	a11719
0.33	some	turkey	live in	district	Some turkeys live in districts.	1.00	y	n	n	bird_n1	location_n1	a80843
0.33	some	turkey	possess	bacterium	Some turkeys possess bacteria.	1.00	y	n	n	bird_n1	microorganism_n1	a54987
0.33	some	turkey	sit in	region	Some turkeys sit in regions.	0.67	y	n	n	bird_n1	location_n1	KBCompletion
0.33	some	turkey	thrive in	habitat	Some turkeys thrive in habitats.	0.67	y	n	n	bird_n1	location_n1	KBCompletion
0.25	some	turkey	depend on	grain	Some turkeys depend on grain.	1.00	y	n	n	bird_n1	material_n1	a53282
0.25	some	turkey	help	economy	Some turkeys help economy.	1.00	y	n	n	bird_n1	Thing	a59190
0.25	some	turkey	is inside	freezer	Some turkeys are inside freezers.	1.00	y	n	n	bird_n1	artifact_n1	a7431
0.25	some	turkey	is known as	tom	Some turkeys are known as toms.	1.00	y	n	n	bird_n1	animal_n1	a33471|a33472
0.25	some	turkey	roam	hill	Some turkeys roam hills.	1.00	y	n	n	bird_n1	formation_n5	a78571
0.25	some	turkey	sit in	pasture	Some turkeys sit in pasture.	0.67	y	n	n	bird_n1	location_n1	KBCompletion
0.16	some	turkey	eat	acorn	Some turkeys eat acorns.	1.00	y	n	n	bird_n1	plant_part_n1	a77741
0.16	some	turkey	fly over	ground	Some turkeys fly over ground.	0.67	y	n	n	bird_n1	Thing	KBCompletion
1.00	most	turtle	carry	shell	Most turtles carry shells.	1.00	y	n	n	animal_n1	body_part_n1	a68794
1.00	most	turtle	has-part	eye	Most turtles has-part eyes.	0.67	y	n	n	animal_n1	body_part_n1	a20475|a20476|a20477|a20478
1.00	most	turtle	has-part	muscle	Most turtles has-part muscles.	1.00	y	n	n	animal_n1	body_part_n1	a53039|a53040
0.91	most	turtle	depend on	food	Most turtles depend on food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.91	most	turtle	has-part	jaw	Most turtles has-part jaws.	1.00	y	n	n	animal_n1	body_part_n1	a41249|a41250|a41251|a41252
0.91	most	turtle	live in	shell	Most turtles live in shells.	1.00	y	n	n	animal_n1	body_part_n1	a55743
0.91	most	turtle	prefer	water	Most turtles prefer water.	1.00	y	n	n	animal_n1	substance_n1	a20123
0.91	most	turtle	require	air	Most turtles require air.	1.00	y	n	n	animal_n1	substance_n1	a23029|a75313
0.91	most	turtle	seek	food	Most turtles seek food.	1.00	y	n	n	animal_n1	food_n1	a9880
0.90	most	turtle	make	egg	Most turtles make eggs.	1.00	y	n	n	animal_n1	Thing	a64809
0.84	most	turtle	bury	egg	Most turtles bury eggs.	1.00	y	n	n	animal_n1	Thing	a6795|a6796|a6797|a6798|a6799
0.84	most	turtle	come from	egg	Most turtles come from eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.84	most	turtle	eat	food	Most turtles eat food.	1.00	y	n	n	animal_n1	food_n1	a6356|a45806|a45807|a45808
0.84	most	turtle	grow	shell	Most turtles grow shells.	1.00	y	n	n	animal_n1	body_part_n1	a72079
0.84	most	turtle	has-part	head	Most turtles has-part heads.	1.00	y	n	n	animal_n1	body_part_n1	a48008|a48009|a48010|a48011|a48012|a48013
0.84	most	turtle	has-part	leg	Most turtles has-part legs.	0.00	y	n	n	animal_n1	body_part_n1	a66495|a66496|a66497|a66498
0.84	most	turtle	has-part	shell	Most turtles has-part shells.	1.00	y	n	n	animal_n1	body_part_n1	a40662|a40663|a40664|a40665|a40666|a40667|a40668|a69593|a69594|a69595|a69596|a69597|a69598|a69599|a69600|a69601|a69602|a69603|a69604|a69605|a69606|a69607|a69608|a69609|a69610|a69611|a69612|a69613|a69614|a69615|a69616|a69617|a69618|a69619|a69620
0.84	most	turtle	has-part	sphincter	Most turtles has-part sphincters.	1.00	y	n	n	animal_n1	body_part_n1	a30496
0.84	most	turtle	has-part	toe	Most turtles has-part toes.	1.00	y	n	n	animal_n1	body_part_n1	a16897
0.84	most	turtle	live in	ocean	Most turtles live in oceans.	1.00	y	n	n	animal_n1	water_n2	a21535
0.84	most	turtle	live in	water	Most turtles live in water.	1.00	y	n	n	animal_n1	substance_n1	a9157|a9158|a9159|a9160|a9161|a9162|a9163|a9164|a9165|a9166|a9167|a9168|a9169|a9170|a9171|a9172|a9173|a9174|a9175|a41013|a41014|a41015|a41016|a41017|a41018|a41019|a41020|a41021|a41022
0.84	most	turtle	prefer	pond	Most turtles prefer ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.80	most	turtle	evolved from	animal	Most turtles are evolved from animals.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.80	most	turtle	hide in	grass	Most turtles hide in grass.	1.00	y	n	n	animal_n1	plant_n2	a4968
0.80	most	turtle	walk on	foot	Most turtles walk on feet.	0.50	y	n	n	animal_n1	body_part_n1	a11445
0.75	most	turtle	avoid	people	Most turtles avoid people.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	turtle	emerge from	environment	Most turtles emerge from environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	turtle	float in	water	Most turtles float in water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.75	most	turtle	go to	bay	Most turtles go to bays.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.75	most	turtle	has-part	back	Most turtles has-part backs.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.75	most	turtle	has-part	face	Most turtles has-part faces.	1.00	y	n	n	animal_n1	body_part_n1	a72642|a72643|a72644
0.75	most	turtle	has-part	flipper	Most turtles has-part flippers.	1.00	y	n	n	animal_n1	body_part_n1	a4153|a4154|a4155|a4156|a4157
0.75	most	turtle	has-part	lung	Most turtles has-part lungs.	0.67	y	n	n	animal_n1	body_part_n1	a45826
0.75	most	turtle	has-part	organ	Most turtles has-part organs.	1.00	y	n	n	animal_n1	body_part_n1	a67623
0.75	most	turtle	has-part	skin	Most turtles has-part skin.	1.00	y	n	n	animal_n1	body_part_n1	a3376|a3377|a3378|a3379
0.75	most	turtle	live in	wetland	Most turtles live in wetland.	0.75	y	n	n	animal_n1	Thing	a14754|a14755|a14756|a14757|a78611|a78612
0.75	most	turtle	love	food	Most turtles love food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.75	most	turtle	make	home	Most turtles make homes.	1.00	y	n	n	animal_n1	location_n1	a44110
0.75	most	turtle	occur in	region	Most turtles occur in regions.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	turtle	occur in	water	Most turtles occur in water.	0.67	y	n	n	animal_n1	substance_n1	a55043|a55044|a55045|a55046|a55047|a55048
0.75	most	turtle	possess	blood	Most turtles possess blood.	1.00	y	n	n	animal_n1	substance_n1	a78564
0.75	most	turtle	prefer	sea	Most turtles prefer sea.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.75	most	turtle	require	food	Most turtles require food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.75	most	turtle	require	water	Most turtles require water.	1.00	y	n	n	animal_n1	substance_n1	a49608|a49609|a49610|a49611|a59769
0.75	most	turtle	return to	pond	Most turtles return to ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.75	most	turtle	roam	shore	Most turtles roam shores.	1.00	y	n	n	animal_n1	formation_n5	a85442
0.75	most	turtle	swallow	food	Most turtles swallow food.	1.00	y	n	n	animal_n1	food_n1	a66337
0.75	most	turtle	swim in	water	Most turtles swim in water.	1.00	y	n	n	animal_n1	substance_n1	a55104|a55105|a55106|a55107|a55108
0.70	most	turtle	hear	sound	Most turtles hear sound.	0.67	y	n	n	animal_n1	sound_v2	KBCompletion
0.67	most	turtle	carry	organism	Most turtles carry organisms.	0.33	y	n	n	animal_n1	organism_n1	a57594
0.67	most	turtle	catch	prey	Most turtles catch prey.	1.00	y	n	n	animal_n1	animal_n1	a12616
0.67	most	turtle	come from	sea	Most turtles come from sea.	1.00	y	n	n	animal_n1	water_n2	a28646
0.67	most	turtle	destroy	vegetation	Most turtles destroy vegetation.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	turtle	develop	lung	Most turtles develop lungs.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.67	most	turtle	develop	skin	Most turtles develop skin.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.67	most	turtle	dig	environment	Most turtles dig environments.	0.33	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	turtle	emerge from	lake	Most turtles emerge from lakes.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	emerge from	region	Most turtles emerge from regions.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	turtle	enter	water	Most turtles enter water.	1.00	y	n	n	animal_n1	substance_n1	a14239
0.67	most	turtle	exhibit	shell	Most turtles exhibit shells.	1.00	y	n	n	animal_n1	body_part_n1	a11743
0.67	most	turtle	feed in	water	Most turtles feed in water.	1.00	y	n	n	animal_n1	substance_n1	a2120
0.67	most	turtle	go to	water	Most turtles go to water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.67	most	turtle	has-part	brain	Most turtles has-part brains.	0.67	y	n	n	animal_n1	body_part_n1	a44612
0.67	most	turtle	has-part	gland	Most turtles has-part glands.	0.33	y	n	n	animal_n1	body_part_n1	a38971|a38972|a38973
0.67	most	turtle	has-part	gut	Most turtles has-part guts.	1.00	y	n	n	animal_n1	body_part_n1	a71461
0.67	most	turtle	has-part	limb	Most turtles has-part limbs.	1.00	y	n	n	animal_n1	body_part_n1	a51260|a51261|a51262
0.67	most	turtle	has-part	neck	Most turtles has-part necks.	1.00	y	n	n	animal_n1	body_part_n1	a57121
0.67	most	turtle	has-part	skull	Most turtles has-part skulls.	1.00	y	n	n	animal_n1	body_part_n1	a79340
0.67	most	turtle	is located in	pond	Most turtles are located in ponds.	1.00	y	n	n	animal_n1	water_n2	a30617
0.67	most	turtle	is member of	family	Most turtles are member of families.	1.00	y	n	n	animal_n1	social_group_n1	a9754|a9755
0.67	most	turtle	live in	bay	Most turtles live in bays.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	live in	stream	Most turtles live in streams.	1.00	y	n	n	animal_n1	water_n2	a14695
0.67	most	turtle	live in	swamp	Most turtles live in swamp.	1.00	y	n	n	animal_n1	Thing	a14220
0.67	most	turtle	live on	continent	Most turtles live on continents.	1.00	y	n	n	animal_n1	Thing	a24589
0.67	most	turtle	love	ocean	Most turtles love oceans.	1.00	y	n	n	animal_n1	water_n2	a42622
0.67	most	turtle	make	turtle	Most turtles make turtles.	1.00	y	n	n	animal_n1	animal_n1	a38125
0.67	most	turtle	make	waste	Most turtles make waste.	1.00	y	n	n	animal_n1	material_n1	a80905
0.67	most	turtle	migrate to	lake	Most turtles migrate to lakes.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
