QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
1.00	most	troposphere	isa	region	Troposphere isa region.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	trouble	isa	cognition	Trouble isa cognition.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	trouble	isa	knowledge	Trouble isa knowledge.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	trough	isa	container	Trough isa container.	1.00	n	n	n	formation_n5	artifact_n1	WordNet3.0
1.00	most	trough	isa	formation	Trough isa formation.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	trout	isa	matter	Trout isa matter.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	trove	isa	treasure	Trove isa treasure.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	trowel	isa	tool	Trowel isa tool.	1.00	n	n	n	tool_n1	tool_n1	WordNet3.0
1.00	most	truck	isa	container	Truck isa container.	1.00	n	n	n	transport_n1	artifact_n1	WordNet3.0
1.00	most	truffle	isa	fungus	Truffle isa fungus.	1.00	n	n	n	organism_n1	organism_n1	WordNet3.0
1.00	most	trumpet	isa	device	Trumpet isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	trumpeter	isa	musician	Trumpeter isa musician.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	trunk	isa	stem	Trunk isa stem.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	truth	isa	fact	Truth isa fact.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	trypsin	isa	enzyme	Trypsin isa enzyme.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	tsunami	isa	misfortune	Tsunami isa misfortune.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	tsunami	isa	wave	Tsunami isa wave.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	tuatara	isa	reptile	Tuatara isa reptile.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	tub	isa	vessel	Tub isa vessel.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	tuba	isa	device	Tuba isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	tuba	isa	device	Tuba isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	tube	isa	conduit	Tube isa conduit.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	tuber	isa	stem	Tuber isa stem.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	tuberculosis	isa	disease	Tuberculosis isa disease.	1.00	n	n	n	illness_n1	illness_n1	WordNet3.0
1.00	most	tubing	isa	conduit	Tubing isa conduit.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	tubule	isa	body part	Tubule isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	Tucson	isa	thing	Tucson isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Tuesday	isa	weekday	Tuesday isa weekday.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	tuft	isa	bunch	Tuft isa bunch.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tuft	isa	clump	Tuft isa clump.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tuft	isa	cluster	Tuft isa cluster.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tug-of-war	isa	conflict	Tug-of-war isa conflict.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	tulip	isa	tracheophyte	Tulip isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	tum	isa	organ	Tum isa organ.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	tummy	isa	tissue	Tummy isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	tumor	isa	illness	Tumor isa illness.	1.00	n	n	n	illness_n1	illness_n1	WordNet3.0
1.00	most	tumor	isa	sickness	Tumor isa sickness.	1.00	n	n	n	illness_n1	illness_n1	WordNet3.0
1.00	most	tuna	isa	cactus	Tuna isa cactus.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	tundra	isa	plain	Tundra isa plain.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tune	isa	music	Tune isa music.	1.00	n	n	n	auditory_communication_n1	auditory_communication_n1	WordNet3.0
1.00	most	tungsten	isa	metal	Tungsten isa metal.	1.00	n	n	n	element_n2	element_n2	WordNet3.0
1.00	most	tunic	isa	tissue	Tunic isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	tunicate	isa	animal	Tunicate isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	tunicate	isa	beast	Tunicate isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	tunicate	isa	creature	Tunicate isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	Tunisia	isa	thing	Tunisia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tunnel	isa	passageway	Tunnel isa passageway.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	turban	isa	headdress	Turban isa headdress.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	turbidity	isa	quality	Turbidity isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	turbine	isa	engine	Turbine isa engine.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	turkey	isa	fowl	Turkey isa fowl.	1.00	n	n	n	bird_n1	bird_n1	WordNet3.0
1.00	most	Turkmenistan	isa	thing	Turkmenistan isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	turnip	isa	herb	Turnip isa herb.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	turret	isa	tower	Turret isa tower.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	turtle	isa	reptile	Turtle isa reptile.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	tusk	isa	tooth	Tusk isa tooth.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	tutorial	isa	auditory communication	Tutorial isa auditory communication.	1.00	n	n	n	auditory_communication_n1	auditory_communication_n1	WordNet3.0
1.00	most	Tuvalu	isa	thing	Tuvalu isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	tv	isa	receiver	Tv isa receiver.	1.00	n	n	n	equipment_n1	equipment_n1	WordNet3.0
1.00	most	tweak	isa	event	Tweak isa event.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	tweezer	isa	tool	Tweezer isa tool.	1.00	n	n	n	tool_n1	tool_n1	WordNet3.0
1.00	most	twig	isa	stem	Twig isa stem.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	twin	isa	sibling	Twin isa sibling.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	twister	isa	windstorm	Twister isa windstorm.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	type	isa	kind	Type isa kind.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	type	isa	sort	Type isa sort.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	typewriter	isa	machine	Typewriter isa machine.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	tyrannosaurus	isa	theropod	Tyrannosaurus isa theropod.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	tyre	isa	artifact	Tyre isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	tyrosine	isa	compound	Tyrosine isa compound.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	uakari	isa	monkey	Uakari isa monkey.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	Uganda	isa	thing	Uganda isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Ukraine	isa	thing	Ukraine isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	ulcer	isa	condition	Ulcer isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	umbrella	isa	artifact	Umbrella isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	unbalance	isa	situation	Unbalance isa situation.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	uncertainty	isa	quality	Uncertainty isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	uncle	isa	relative	Uncle isa relative.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	undercoat	isa	hair	Undercoat isa hair.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	undergrowth	isa	brush	Undergrowth isa brush.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	undergrowth	isa	thicket	Undergrowth isa thicket.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	underside	isa	boundary	Underside isa boundary.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	understudy	isa	actor	Understudy isa actor.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	underwear	isa	garment	Underwear isa garment.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	unemployment	isa	state	Unemployment isa state.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	ungulate	isa	mammal	Ungulate isa mammal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	unicorn	isa	imagination	Unicorn isa imagination.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	uniform	isa	clothes	Uniform isa clothes.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	uniform	isa	clothing	Uniform isa clothing.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	uniformity	isa	quality	Uniformity isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	union	isa	organization	Union isa organization.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	unit	isa	definite quantity	Unit isa definite quantity.	1.00	n	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	unity	isa	state	Unity isa state.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	universe	isa	object	Universe isa object.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	university	isa	social group	University isa social group.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	updraft	isa	wind	Updraft isa wind.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	upholstery	isa	artifact	Upholstery isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	upside	isa	boundary	Upside isa boundary.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	uptake	isa	process	Uptake isa process.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	uracil	isa	nucleotide	Uracil isa nucleotide.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	uranium	isa	metal	Uranium isa metal.	1.00	n	n	n	element_n2	element_n2	WordNet3.0
1.00	most	urbanization	isa	condition	Urbanization isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	urchin	isa	echinoderm	Urchin isa echinoderm.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	urea	isa	compound	Urea isa compound.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	ureter	isa	canal	Ureter isa canal.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	ureter	isa	duct	Ureter isa duct.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	urethra	isa	canal	Urethra isa canal.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	urethra	isa	duct	Urethra isa duct.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	urgency	isa	necessity	Urgency isa necessity.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	urination	isa	excretion	Urination isa excretion.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	urine	isa	waste	Urine isa waste.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	Uruguay	isa	thing	Uruguay isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	usage	isa	activity	Usage isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	use	isa	activity	Use isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	usefulness	isa	quality	Usefulness isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	user	isa	individual	User isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	user	isa	person	User isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	user	isa	somebody	User isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	user	isa	someone	User isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	ut	isa	syllable	Ut isa syllable.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Utah	isa	thing	Utah isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	utensil	isa	implement	Utensil isa implement.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	uterus	isa	organ	Uterus isa organ.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	utility	isa	company	Utility isa company.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	Uzbekistan	isa	thing	Uzbekistan isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vacation	isa	leisure	Vacation isa leisure.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	vaccine	isa	antigen	Vaccine isa antigen.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vacuole	isa	body part	Vacuole isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vacuum	isa	condition	Vacuum isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	vagina	isa	canal	Vagina isa canal.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vagina	isa	duct	Vagina isa duct.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vagrant	isa	individual	Vagrant isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vagrant	isa	person	Vagrant isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vagrant	isa	somebody	Vagrant isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vagrant	isa	someone	Vagrant isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vagrant	isa	traveler	Vagrant isa traveler.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vagrant	isa	traveller	Vagrant isa traveller.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	valence	isa	quality	Valence isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	valley	isa	formation	Valley isa formation.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	value	isa	concept	Value isa concept.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	valve	isa	body part	Valve isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vampire	isa	belief	Vampire isa belief.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	van	isa	social group	Van isa social group.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	Vancouver	isa	thing	Vancouver isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vane	isa	mechanism	Vane isa mechanism.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	vanilla	isa	orchid	Vanilla isa orchid.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	Vanuatu	isa	thing	Vanuatu isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vapor	isa	suspension	Vapor isa suspension.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	vaporization	isa	destruction	Vaporization isa destruction.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	vapour	isa	suspension	Vapour isa suspension.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	variability	isa	quality	Variability isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	variation	isa	alteration	Variation isa alteration.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	variety	isa	aggregation	Variety isa aggregation.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	variety	isa	collection	Variety isa collection.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vase	isa	jar	Vase isa jar.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	vector	isa	concept	Vector isa concept.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	vegetable	isa	matter	Vegetable isa matter.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vegetarian	isa	eater	Vegetarian isa eater.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vegetation	isa	aggregation	Vegetation isa aggregation.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vegetation	isa	collection	Vegetation isa collection.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vehicle	isa	transport	Vehicle isa transport.	1.00	n	n	n	transport_n1	transport_n1	WordNet3.0
1.00	most	vein	isa	body part	Vein isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	velocity	isa	rate	Velocity isa rate.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	velvet	isa	cloth	Velvet isa cloth.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	velvet	isa	fabric	Velvet isa fabric.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	vena	isa	body part	Vena isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	Venezuela	isa	thing	Venezuela isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	venom	isa	toxin	Venom isa toxin.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vent	isa	artifact	Vent isa artifact.	1.00	n	n	n	shape_n2	artifact_n1	WordNet3.0
1.00	most	vent	isa	crack	Vent isa crack.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	ventilation	isa	improvement	Ventilation isa improvement.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	ventricle	isa	body part	Ventricle isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	Veracruz	isa	thing	Veracruz isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	verb	isa	category	Verb isa category.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	verb	isa	class	Verb isa class.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	vermin	isa	individual	Vermin isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vermin	isa	person	Vermin isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vermin	isa	somebody	Vermin isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vermin	isa	someone	Vermin isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Vermont	isa	thing	Vermont isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	verse	isa	entity	Verse isa entity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	version	isa	explanation	Version isa explanation.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	vertebra	isa	bone	Vertebra isa bone.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vertebrate	isa	animal	Vertebrate isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	vertebrate	isa	beast	Vertebrate isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	vertebrate	isa	creature	Vertebrate isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	vesica	isa	body part	Vesica isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vesicle	isa	body part	Vesicle isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vesper	isa	activity	Vesper isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	vessel	isa	container	Vessel isa container.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	vet	isa	doc	Vet isa doc.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vet	isa	doctor	Vet isa doctor.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vet	isa	physician	Vet isa physician.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	veteran	isa	serviceman	Veteran isa serviceman.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	vibration	isa	motion	Vibration isa motion.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	vicar	isa	priest	Vicar isa priest.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	vice	isa	quality	Vice isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	vicinity	isa	location	Vicinity isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	victim	isa	individual	Victim isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	victim	isa	person	Victim isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	victim	isa	somebody	Victim isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	victim	isa	someone	Victim isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	victory	isa	happening	Victory isa happening.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	victory	isa	occurrence	Victory isa occurrence.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	victory	isa	success	Victory isa success.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	video	isa	entity	Video isa entity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	videotape	isa	device	Videotape isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	videotape	isa	tape	Videotape isa tape.	1.00	n	n	n	device_n1	measuring_instrument_n1	WordNet3.0
1.00	most	Vienna	isa	thing	Vienna isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Vietnam	isa	thing	Vietnam isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Vietnamese	isa	Asian	Vietnamese isa Asian.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Vietnamese	isa	Asiatic	Vietnamese isa Asiatic.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	viewer	isa	observer	Viewer isa observer.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	viewpoint	isa	position	Viewpoint isa position.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	vigor	isa	forcefulness	Vigor isa forcefulness.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	vigour	isa	forcefulness	Vigour isa forcefulness.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	village	isa	community	Village isa community.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	villager	isa	dweller	Villager isa dweller.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villager	isa	inhabitant	Villager isa inhabitant.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villain	isa	individual	Villain isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villain	isa	person	Villain isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villain	isa	somebody	Villain isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villain	isa	someone	Villain isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	villus	isa	body part	Villus isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	vine	isa	tracheophyte	Vine isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	vinegar	isa	food	Vinegar isa food.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	vinegar	isa	nutrient	Vinegar isa nutrient.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	vinyl	isa	entity	Vinyl isa entity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	violence	isa	action	Violence isa action.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	violet	isa	herb	Violet isa herb.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	violin	isa	device	Violin isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	viper	isa	serpent	Viper isa serpent.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	viper	isa	snake	Viper isa snake.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	virago	isa	shrew	Virago isa shrew.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	virgin	isa	individual	Virgin isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	virgin	isa	person	Virgin isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	virgin	isa	somebody	Virgin isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	virgin	isa	someone	Virgin isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Virginia	isa	thing	Virginia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	virion	isa	object	Virion isa object.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	virus	isa	agent	Virus isa agent.	1.00	n	n	n	microorganism_n1	Thing	WordNet3.0
1.00	most	virus	isa	microorganism	Virus isa microorganism.	1.00	n	n	n	microorganism_n1	microorganism_n1	WordNet3.0
1.00	most	viscacha	isa	rodent	Viscacha isa rodent.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	viscosity	isa	property	Viscosity isa property.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	visibility	isa	property	Visibility isa property.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	vision	isa	sense	Vision isa sense.	1.00	n	n	n	sense_n3	sense_n3	WordNet3.0
1.00	most	vision	isa	sensitivity	Vision isa sensitivity.	1.00	n	n	n	sense_n3	sense_n3	WordNet3.0
1.00	most	visitor	isa	traveler	Visitor isa traveler.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
